model,cumulative_return,annualized_volatility,sharpe,sortino,maximum_drawdown,weekly_hit_rate,average_exposure,gross_cumulative_return,gross_annualized_volatility,gross_sharpe,gross_sortino,gross_maximum_drawdown,gross_weekly_hit_rate,initial_nav,final_nav,final_gross_nav,cost_drag,fee_total,slippage_total,turnover,number_of_rebalances,weekly_observations,top_tercile_excess_return_mean,top_tercile_excess_return_median
B1,0.0758967800639585,0.05782243256693467,1.2704861063870034,2.0720180581777172,-0.03792992414332996,0.5849056603773585,0.6801619385728821,0.12742912758612346,0.05691425475023325,2.0978248338934384,3.7879851059725933,-0.03205929377201977,0.6415094339622641,100000.0,107589.67800639586,112742.91275861234,0.05153234752216478,858.8724587027602,4294.362293513795,83.97481452534831,42,53,0.0003660849496760257,-7.328935123962488e-05
B0_equal_weight,0.05631348482672616,0.0363739117970961,1.496297130048621,2.9025161571384395,-0.02101865935196945,0.5094339622641509,0.6801619298688167,0.10816080493083646,0.03590159847364033,2.826929802129131,6.889960422846002,-0.01307966708011099,0.6415094339622641,100000.0,105631.34848267262,110816.08049308365,0.05184732010411026,864.122001735202,4320.610008676009,83.97481345027722,42,53,0.0,0.0
